text,label
movie night later! excited na ako,not_disaster
na-miss ko tuloy maglaro ng basketball,not_disaster
congrats graduates! hard work pays off,not_disaster
"may bagong branch yung gym namin, tara workout",not_disaster
"ang init ng panahon, sana umulan",not_disaster
"coffee date with friends kanina, sobrang saya",not_disaster
"nag level up na ako sa ml, finally",not_disaster
sarap ng bagong ramen shop dito sa laguna,not_disaster
"family picture namin sa outing, saya sobra",not_disaster
good morning everyone! have a great day,not_disaster
"nag order ako ng foodpanda, ang bilis dumating",not_disaster
"may concert bukas, sobrang excited",not_disaster
"shopping galore today, sale sa mall",not_disaster
"nag upgrade ako ng pc, ang lupet!",not_disaster
happy anniversary sa aking magulang,not_disaster
"selfie ko sa bagong haircut, bet nyo?",not_disaster
"workout completed today, sweaty pero worth it",not_disaster
"late night study grind, kaya natin to",not_disaster
sarap ng halo-halo sa summer,not_disaster
"swap iphone 11 to samsung s21, pm me kung interested",not_disaster
"barter shoes size 9 for size 8, located in laguna",not_disaster
"for sale: pre-loved baby stroller, good condition",not_disaster
"looking for buyer, secondhand washing machine p3k only",not_disaster
"cod delivery sa pila area, pm for details",not_disaster
"barter ps4 to xbox one, pm lang",not_disaster
"for delivery: homecooked meals, pila area lang",not_disaster
"swap guitar for laptop, pm if interested",not_disaster
"accepting orders for milk tea, free delivery",not_disaster
"garage sale tomorrow, lahat bawas presyo",not_disaster
"looking to buy secondhand sofa, budget 2k",not_disaster
"barter tv for refrigerator, text me",not_disaster
free delivery for orders above p500,not_disaster
meet-up and barter items near plaza,not_disaster
rush sale: branded bags 50% off,not_disaster
"cod accepted, pm for faster transaction",not_disaster
swap old bike for new helmet,not_disaster
looking for delivery rider pila area,not_disaster
"for sale: preloved clothes, cheap",not_disaster
free shipping nationwide until weekend,not_disaster
"looking for secondhand books, pm offers",not_disaster
swap sneakers for basketball shoes,not_disaster
available today: frozen goods with delivery,not_disaster
barter baby crib for high chair,not_disaster
"for sale: kitchenware, slightly used",not_disaster
"order now: homemade ulam, free delivery",not_disaster
meet up at town plaza for swap,not_disaster
"looking for laptop charger, pm offers",not_disaster
discount sale today! 70% off,not_disaster
"cod only, no shipping fee",not_disaster
"swap gadgets, pm details",not_disaster
for sale preloved books,not_disaster
"accepting bulk orders, with delivery",not_disaster
barter guitar pedal for keyboard,not_disaster
"rush sale appliances, cheap",not_disaster
"looking for secondhand phone, budget 5k",not_disaster
free delivery for orders above p300,not_disaster
"looking for buyer, preloved laptop p8,000 only",not_disaster
"swap refrigerator for washing machine, pm if interested",not_disaster
"for sale: mountain bike, slightly used, p5k",not_disaster
accepting cod orders sa pila area only,not_disaster
delivery available for fresh vegetables today,not_disaster
"rush sale: branded sneakers, half price",not_disaster
"swap ipad for android tablet, pm details",not_disaster
"looking for buyer, dining table set",not_disaster
"accepting pre-orders for milk tea, delivery within town",not_disaster
for trade: gaming chair to mechanical keyboard,not_disaster
cod and free shipping nationwide,not_disaster
barter old tv for microwave oven,not_disaster
"meet up near plaza, swap items lang",not_disaster
for sale: preloved clothes bundle,not_disaster
"looking to buy baby crib, pm offers",not_disaster
food delivery available until 9pm,not_disaster
barter smartphone for mountain bike,not_disaster
"for sale: pet cage, good condition",not_disaster
swap dslr for gopro camera,not_disaster
"rush sale appliances, limited stocks",not_disaster
meet-up today for gadget swap,not_disaster
accepting orders: home-cooked meals,not_disaster
looking for delivery rider urgently,not_disaster
"garage sale, all items must go",not_disaster
"cod transaction only, no shipping",not_disaster
"for sale: kitchenware, barely used",not_disaster
order now and get free delivery,not_disaster
"pre-loved bags for sale, cheap",not_disaster
swap bicycle for smartphone,not_disaster
looking for 2nd hand books,not_disaster
accepting bulk orders today,not_disaster
"nagbebenta ako ng bigas, p45 per kilo, pm lang",not_disaster
swap: lumang cellphone kapalit ng grocery items,not_disaster
nagahanap ako ng buyer para sa electric fan,not_disaster
"delivery available, order na ng ulam sa tanghali",not_disaster
"bili na ng prutas, sariwa at mura lang",not_disaster
barter: blender kapalit ng rice cooker,not_disaster
"nagbebenta ng bagong sapatos, size 8",not_disaster
"cod lang po, walang shipping fee",not_disaster
"pabili ako ng gatas, deliver sa barangay plaza",not_disaster
"meet-up lang sa palengke, bibili ng damit",not_disaster
"benta ng school supplies, mura lang",not_disaster
nagahanap ako ng murang secondhand bike,not_disaster
swap lumang tv para sa gasul,not_disaster
"nagbebenta ng homecooked meals, order na",not_disaster
nagpapahanap ng buyer ng sofa set,not_disaster
"delivery ng gulay, tawag lang po",not_disaster
"garage sale ngayong weekend, lahat bagsak presyo",not_disaster
nagpaparush sale ng laptop,not_disaster
palit washing machine sa refrigerator,not_disaster
"nag-aalok ng load delivery, pm lang",not_disaster
kumusta ang lahat? sana ay nasa mabuti kayong kalagayan.,not_disaster
masayang araw sa inyong lahat! anong mga plano niyo ngayong weekend?,not_disaster
"nag-enjoy kami sa family picnic kahapon sa park, ang saya!",not_disaster
"may mga paninda kaming ibinebenta, interesado ba kayo?",not_disaster
baka po may kilala kayo magtatabas ng tela salamat.,not_disaster
wheels and toyz,not_disaster
last 4 pcs men's auth shirts ❤️ mens cut closer to orig 🤩 take all 900 only retail 250,not_disaster
"available rider here pwede din pong malayuan. pm lang po kayo any pabili srp+minimal df lang po pila,victoria, area😊🛵",not_disaster
"𝐇𝐈𝐆𝐇 𝐒𝐏𝐄𝐂𝐒 𝐋𝐀𝐏𝐓𝐎𝐏 𝐅𝐎𝐑 𝐒𝐀𝐋𝐄 – 𝐃𝐄𝐋𝐋 𝐈𝐍𝐒𝐏𝐈𝐑𝐎𝐍 𝟕𝟒𝟔𝟎 💻 𝐈𝐍𝐓𝐄𝐋 𝐂𝐎𝐑𝐄 𝐈𝟕-𝟕𝐓𝐇 𝐆𝐄𝐍 | 𝟏𝟔𝐆𝐁 𝐑𝐀𝐌 | 𝟐𝟓𝟔𝐆𝐁 𝐒𝐒𝐃 🚀 dual graphics: ⚡nvidia geforce mx950 (2 gb) ⚡intel(r) uhd graphics 620 📺 special features: ✨ sleek & lightweight design ✨ full hd display ✨ built-in webcam ✨ usb 3.0 & type-c ports ✨ hdmi output 💸 16,999 only – fixed price 🎁 free original charger + microsoft apps + wired mouse + laptop bag",not_disaster
"ptpa🙏☺️♥️ hello po good day ma'am /sir 🔥🔥 bumibili po ako ng mga sirang alahas kahit putol putol bumibili ako o kahit buo 🔥 10k/12k/14k18k/21k/22k/24k!!! 👌mga papel di ahensya 👌mga walang kapares na hikaw 👌putol na kwintas 👌putol na bracelet 👌sirang singsing 👌sirang bangle 👌sirang angklet 👌o kahit mga lightweight 👌perang abroad 👌 white gold 👌platinum 👌diamond 💎 💯💯💯💯💯💯💯 direct pm lang po , meet up / pick up po ma'am sir 🔥 #noscammers #legitbuyer #legitgoldbuyer #noscammersallowed #goldbuyer",not_disaster
available pila rider any store po pwede malayuan malapitan with thermal bag no to payment first rain or shine📩🛵 ✅cake ✅bouquet/flowers ✅advance booking ✅pabili ✅pick up/deliver ✅pasuyo ✅pa-angkas ✅pasabuy ✅groceries ✅medicines srp+deliver fee only👌 direct message me on my account or call 09355691504 cash on delivery or gcash pwede po❤️ available pila/victoria/masapang/sta cruz📩🛵,not_disaster
"‼️ptpa‼️ tecno pova 6 pro 5g ----8.500---- negotiable sale or swap sa lower unit. complete package! specs: 12+12gb ram/256gb storage ‎dimensity 6080 (6nm) ‎6000mah ‎triple main camera 108 mp +2mp ‎32mp selfie camera ‎120hz refresh rate ‎on screen fingerprint ‎dynamic back light effect ‎dual stereo speaker ‎android 15 no issue rfs:extra phone meet up,pick up or deliver(add df)",not_disaster
lf mabilis mag styro cut ng names for backdrop mamaya need. sa pila lang sana,not_disaster
"your nails and lash deserve more than just pampering, let's make them bloom! ✨️💅🏻 🪄 homebased / home service nailtech 🪄 nail extensions can last long 1 to 2 months or more & it depends on costomers care 🪄 when you cancel an appointment, your dp is not refunded. (dp require long distance location)do 100.00 🪄 don't be late, i still have a client after you. so be on time & responsible. 🪄 no cancelation 🪄 we accept maya & cash basis 📍 oogong santa cruz laguna 🗓 monday to sunday 🕔 it depende open slot visit our page for more info & design and dm this page for your appointment or kindly message here 👇🏻 📩 whatsapp : 09311274521 📩 fb page : butterfly's lab 📩 fb acc : gelai devilla silvestre please don't forget to liked & follow ❤️ i hope to see you for our nail and lash session 💅🏻 see you ladies 😍 #nailtechinmanila #nailtechintondo #nailextensionsintondo #nailsnearme #nailstech #nailtechnician #nailsnailsnails #nailsofinstagram #nailextensions",not_disaster
open for barter ‼️ pantene conditioner 150ml 120 pick up only!,not_disaster
150 size 6 pick up,not_disaster
🤝,not_disaster
"available po sa friday september 19,2025 cutoff orders wednesday, september 17,2025, 8pm ‼️baker's fair hopia & pianono ‼️homemade cheesy beef lasagna ‼️chicken inasal ‼️chef rv's bibingka ‼️hola cafe ‼️first baker silvanas 🔥homemade cheesy beef lasagna ➡ rectangular tub - 160 🔥chicken inasal ☑️3-4 sticks - 320 🔥hola cafe ➡creamcheese ensaymadness 6-400 ➡assorted ensaymadness 6s - 395 ➡milky cheesebread bites 20-330 ➡assorted cheesebread bites 20-390 ➡ube creamcheese rolls 6-370 ➡double cheeserolls 6-370 ➡ensaymaditas 15-335 ➡duo rolls 6- 380 🔥chef rv's bibingka four cheese classic bibingka - 210 four cheese w chocnut - 230 four cheese w ube - 230 four cheese w yema - 240 pm na po sila 🙂",not_disaster
fs. study table free napo yung lagayan,not_disaster
ptpa. fs : pwede buo pede parts lang! pm..x125 motor star 2019 model running.,not_disaster
fs. 2pcs 20inches luggage for sale. good condition. pm me,not_disaster
"hi po, nagbebenta po ako ng mga pre-loved na damit, sapatos, bags at iba pa. pm lang po kayo kung interesado. salamat!",not_disaster
restaurant,not_disaster
cafe,not_disaster
fast food,not_disaster
delivery,not_disaster
"selling pre-loved shoes, still good condition.",not_disaster
"barter my blender for rice cooker, pm if interested.",not_disaster
"wheels and toyz available, dm for prices.",not_disaster
"looking for affordable baby stroller, budget 2k.",not_disaster
"for delivery: 1 kilo pork liempo, cod only.",not_disaster
"pre-order korean noodles, closing tonight.",not_disaster
"brand new bags for sale, cheap price.",not_disaster
any rider available to deliver groceries to pila?,not_disaster
"exchange my electric fan for rice, anyone?",not_disaster
"selling secondhand phone, slightly used.",not_disaster
"pasabuy sa sm calamba, pm your orders.",not_disaster
free delivery for 3 boxes of pizza today.,not_disaster
swap my helmet for a backpack.,not_disaster
"looking for ukay-ukay jacket, medium size.",not_disaster
"laptop bag for sale, p200 only.",not_disaster
"order fresh vegetables, free delivery pila area.",not_disaster
anyone selling bike parts?,not_disaster
trade my guitar for rice sacks.,not_disaster
"affordable home-cooked meals, message for menu.",not_disaster
"delivery service available, small fee lang.",not_disaster
"selling preloved kids clothes, p50 each.",not_disaster
accepting orders: leche flan and buko pie.,not_disaster
looking for secondhand washing machine.,not_disaster
barter my cabinet for chairs.,not_disaster
good morning pila group!,not_disaster
pm me if you have a rice cooker for sale.,not_disaster
looking for cheap motorcycle parts.,not_disaster
grab food delivery riders available now.,not_disaster
"selling toys, still complete set.",not_disaster
trade my books for groceries.,not_disaster
food delivery available 9am–9pm.,not_disaster
"ukay shoes for sale, pila meetup only.",not_disaster
buy 1 take 1 milk tea promo today.,not_disaster
swap my old phone for a microwave oven.,not_disaster
looking for supplier of eggs and chicken.,not_disaster
"for sale: sofa set, good condition.",not_disaster
"delivery rider needed, cod transactions.",not_disaster
swap electric kettle for 2kg of rice.,not_disaster
"selling preloved dresses, negotiable.",not_disaster
"order pancit bilao, free delivery around town.",not_disaster
looking for secondhand refrigerator.,not_disaster
barter my rice cooker for a blender.,not_disaster
"selling brand new t-shirts, 100 pesos each.",not_disaster
"available grocery delivery, pm for rates.",not_disaster
"looking for tv stand, cheap lang.",not_disaster
barter my table for rice.,not_disaster
"selling home appliances, slightly used.",not_disaster
"pasabuy groceries sa puregold, closing 5pm.",not_disaster
anyone selling baby crib?,not_disaster
happy sunday everyone! stay safe.,not_disaster
"grabe yung baha dito sa amin, hanggang tuhod na.",disaster
"lindol kanina, ang lakas! ingat mga kapitbahay.",disaster
walang kuryente buong araw dahil sa bagyo.,disaster
"malakas ang ulan, bumaha agad sa kalsada.",disaster
"sumabog yung bulkang malapit, ang daming abo.",disaster
"flashflood alert sa laguna area, maghanda po lahat.",disaster
nawasak yung tulay dahil sa malakas na ulan.,disaster
"signal #3 na raw, walang pasok bukas.",disaster
ang daming landslide sa kalsada papuntang baguio.,disaster
"sunog sa kabilang barangay, daming nasunugan.",disaster
"may tornado na malapit sa amin, lahat nag-evacuate.",disaster
"bumigay yung dam, nag overflow yung tubig.",disaster
"aftershock pa rin nararamdaman, nakakakaba.",disaster
mga poste natumba dahil sa hangin ng bagyo.,disaster
nabasag yung bintana sa sobrang lakas ng hangin.,disaster
nagdulot ng landslide yung malakas na ulan.,disaster
"nagkaroon ng sinkhole sa highway, delikado.",disaster
"yung tulay sira na, hindi na madaanan.",disaster
bumagsak yung bubong ng bahay namin sa bagyo.,disaster
ang daming evacuees sa covered court.,disaster
walang signal at internet dahil sa bagyo.,disaster
ang init ng abo mula sa bulkang sumabog.,disaster
nag collapse yung gusali dahil sa lindol.,disaster
may mga nahulog na puno sa kalsada.,disaster
ang daming stranded na pasahero sa pier.,disaster
nawasak yung palengke dahil sa apoy.,disaster
nag landslide ulit sa benguet area.,disaster
flashflood pumasok sa bahay ng kapitbahay.,disaster
nag iba kulay ng langit dahil sa abo.,disaster
may nagkaroon ng sunog sa palengke.,disaster
mga tao nag-evacuate na dahil sa tsunami alert.,disaster
nawasak yung bahay dahil sa apoy.,disaster
"bumigay yung kalsada, may malalim na butas.",disaster
nagka blackout buong bayan.,disaster
"may malakas na lindol, tumba lahat ng gamit.",disaster
nagkaroon ng gas leak at sumabog.,disaster
mga poste ng kuryente nagtilapon.,disaster
nagkasunog sa apartment kahapon.,disaster
"yung ilog umapaw, baha buong barangay.",disaster
mga tao nagtatakbuhan dahil sa apoy.,disaster
nagkaroon ng oil spill sa dagat.,disaster
mga bangka natabunan ng malakas na alon.,disaster
ang daming nasirang bahay dahil sa bagyo.,disaster
nag landslide sa gilid ng bundok.,disaster
nabiyak yung lupa pagkatapos ng lindol.,disaster
mga bata umiiyak sa evacuation center.,disaster
nagkaroon ng chemical leak sa planta.,disaster
nasunog yung warehouse sa may highway.,disaster
nagkaroon ng blackout buong region.,disaster
sumabog yung planta ng kuryente.,disaster
nagkaroon ng pagsabog sa pabrika.,disaster
mga tindahan nasunog kagabi.,disaster
mga tao nagpanic sa aftershock.,disaster
nabaha buong subdivision.,disaster
nagkaroon ng landslide sa kalsada.,disaster
nawasak yung eskwelahan sa bagyo.,disaster
mga tao stranded sa terminal.,disaster
nagkaroon ng lindol kagabi.,disaster
nabagsakan ng puno yung kotse.,disaster
nagkaroon ng sunog sa mall.,disaster
mga poste ng ilaw natumba.,disaster
nagkaroon ng baha sa bayan.,disaster
mga bahay binaha ulit.,disaster
mga bubong natangay ng hangin.,disaster
nagkaroon ng aftershock ulit.,disaster
sumabog yung lpg tank.,disaster
nag landslide sa bundok.,disaster
nagkaroon ng oil spill.,disaster
nagkasunog sa eskwela.,disaster
nawasak yung bubong.,disaster
nagkaroon ng blackout.,disaster
nag landslide ulit.,disaster
nabaha buong bayan.,disaster
nagkaroon ng lindol.,disaster
nasunog yung bahay.,disaster
nag flashflood.,disaster
signal #4 na.,disaster
nabaha ulit.,disaster
sunog ulit.,disaster
bagyo raw.,disaster
nabaha.,disaster
lindol.,disaster
"malakas na ulan, binaha ang kalsada.",disaster
bumagsak ang gusali dahil sa lindol.,disaster
mga tao na-trap sa baha.,disaster
nagkaroon ng landslide sa benguet.,disaster
nag collapse ang tulay sa probinsya.,disaster
"sunog sa may palengke, kumalat agad.",disaster
nawasak ang bahay ng kapitbahay.,disaster
nagkaroon ng sinkhole sa edsa.,disaster
nagkaroon ng tsunami alert.,disaster
nagkaroon ng sunog sa eskwelahan.,disaster
sumabog ang gas station.,disaster
nagkaroon ng bagyo kagabi.,disaster
nawasak ang poste ng kuryente.,disaster
mga puno natumba.,disaster
nabaha sa buong barangay.,disaster
mga bahay natangay ng baha.,disaster
nagkaroon ng blackout sa bayan.,disaster
nagkaroon ng sunog sa ospital.,disaster
nagkaroon ng lindol sa probinsya.,disaster
malakas na aftershock naramdaman.,disaster
mga tao nag evacuate.,disaster
nagkaroon ng fire alert.,disaster
mga bata umiiyak sa baha.,disaster
nagkaroon ng storm surge.,disaster
mga kotse inanod ng baha.,disaster
nasunog ang bahay kagabi.,disaster
nagkaroon ng biglaang pagbaha.,disaster
nag landslide sa gilid ng kalsada.,disaster
nagkaroon ng sunog sa building.,disaster
nagkaroon ng fire drill dahil sa sunog.,disaster
nagkaroon ng blackout kagabi.,disaster
signal #2 na raw.,disaster
nagkaroon ng chemical spill.,disaster
nagkaroon ng oil leak sa dagat.,disaster
mga tao stranded sa daan.,disaster
nagkaroon ng baha sa maynila.,disaster
nasunog ang tindahan kagabi.,disaster
nagkaroon ng landslide sa bundok.,disaster
mga gusali nasira dahil sa lindol.,disaster
nagkaroon ng lindol ulit.,disaster
nagkaroon ng sunog ulit.,disaster
nagkaroon ng flashflood sa bayan.,disaster
nawasak ang bubong ng paaralan.,disaster
nagkaroon ng storm alert.,disaster
nagkaroon ng eruption sa bulkan.,disaster
mga tao nasa evacuation center.,disaster
nagkaroon ng malaking sunog.,disaster
nagkaroon ng baha ulit.,disaster
nagkaroon ng landslide ulit.,disaster
sunog sa palengke kagabi.,disaster
nagkaroon ng chemical explosion.,disaster
nagkaroon ng flashflood ulit.,disaster
nagkaroon ng storm surge ulit.,disaster
"iphone 13 pro max for sale, pm me.",not_disaster
sarap ng bagong luto na samgyup.,not_disaster
shopee haul! ang dami kong nakuha.,not_disaster
"selling preloved clothes, mura lang.",not_disaster
"order na kayo ng milk tea, buy 1 take 1.",not_disaster
"laptop for sale, negotiable price.",not_disaster
nag foodtrip kami kagabi.,not_disaster
"new sneakers available, limited stocks.",not_disaster
"samsung galaxy s22, pm for price.",not_disaster
kape tayo sa bagong cafe.,not_disaster
buy 1 take 1 pizza promo today!,not_disaster
"order na ng takoyaki, masarap.",not_disaster
macbook air for sale.,not_disaster
nag mall kami kanina.,not_disaster
"new shoes drop, pm now.",not_disaster
sarap ng ramen dito sa shop.,not_disaster
brand new bags for sale.,not_disaster
nag outing kami sa beach.,not_disaster
"burger and fries combo, order now.",not_disaster
"canon camera for sale, negotiable.",not_disaster
buy 1 take 1 milk tea.,not_disaster
"airpods for sale, legit.",not_disaster
nag roadtrip kami kahapon.,not_disaster
"ps5 available, pm me.",not_disaster
bagong bukas na cafe.,not_disaster
pizza promo ngayon.,not_disaster
oppo reno phone for sale.,not_disaster
nag swimming kami kanina.,not_disaster
chicken wings promo today.,not_disaster
